V1,V2,V3,V4,V5,V6,V7,Classification
0.136909381,0.594749972,0.107170643,0.74445398,0.382336043,0.57089837,0.359239611,1
0.000451508,0.008878673,-0.002217643,0.630242398,0.330926888,0.635592274,0.320051396,0
0.605726858,0.756025443,0.553588463,0.99726945,0.891802069,0.986500173,0.670915951,1
0.507250502,0.759069264,0.492631817,0.977526098,0.69718233,0.959807424,0.450459683,1
0.386047815,0.619909178,0.234628454,0.936736561,0.673631059,0.849024641,0.527349122,0
-0.220170901,0.666859354,-0.020749246,0.97536079,0.358682399,0.916758371,0.367705295,1
0.747236499,0.872602796,0.670540743,0.876987303,0.632297333,0.650711611,0.241490808,1
0.602037179,0.797692758,0.583352148,0.995821385,0.891109673,0.960556302,0.6962275,1
0.518857669,0.8740972,0.484403328,0.989021184,0.857788133,0.780277166,0.376611638,1
0.778579032,0.876761336,0.757542386,0.970370488,0.818024014,0.544201163,0.264251042,1
0.057797132,0.257344143,-0.015003704,0.736325083,0.494818939,0.75876782,0.476860925,0
-0.060260815,0.124573756,-0.040189661,0.816580093,0.350651326,0.758104676,0.33451131,0
0.615370264,0.865445513,0.57118526,0.988145592,0.897246868,0.96646237,0.56701592,1
0.679467986,0.888507019,0.60880139,0.988845714,0.734562218,0.761295866,0.477187104,1
0.476046958,0.701904495,0.519503399,0.900764177,0.689459145,0.779140308,0.419922024,1
0.512422156,0.852588974,0.452223441,0.793633502,0.49238238,0.873695951,0.410994609,1
0.018289718,0.043580283,0.001182843,0.749870417,0.529277783,0.738995414,0.507273589,0
0.659838373,0.920857644,0.580788627,0.993437316,0.899650612,0.963226533,0.696254049,1
0.348495952,0.807960703,0.49796489,0.964589948,0.621710622,0.827492126,0.353835814,1
0.636836153,0.678630195,0.311463464,0.987474011,0.512142507,0.837285469,0.538244924,1
0.122949943,0.472335593,0.187418784,0.958957341,0.687267874,0.921820451,0.679516752,1
0.583191855,0.888772631,0.53456742,0.743951618,0.523078389,0.956581787,0.42134659,1
0.662947279,0.912737065,0.669687579,0.996598111,0.956717672,0.920544519,0.651142437,1
0.850542959,0.914457141,0.688730134,0.993068301,0.888941873,0.79137706,0.421903599,1
0.049540263,0.246515486,0.027221226,0.867636978,0.274930691,0.826041601,0.305000621,0
-0.030100924,0.096217221,-0.04265224,0.676531903,0.274139781,0.705873539,0.272980039,0
-0.014097363,0.075694135,-0.034428442,0.899743402,0.3606739,0.893491761,0.351812977,0
0.592346314,0.898911747,0.63856983,0.990151373,0.912764588,0.848964866,0.530369705,1
0.851191309,0.937227454,0.687668552,0.998601346,0.711852164,0.727819618,0.553372695,1
0.332577375,0.534128339,0.291593985,0.816982943,0.423565424,0.764983024,0.395059532,1
0.124052865,0.373935197,0.090830979,0.793818797,0.469572302,0.850415458,0.422794082,1
2.38E-07,6.37E-05,-5.42E-05,0.582198268,0.396026219,0.582151794,0.39622079,0
0.469028474,0.72295824,0.480582942,0.99501292,0.848757653,0.987667269,0.735814043,1
0.530376691,0.732901264,0.445736979,0.959117502,0.635897357,0.908031205,0.426421097,1
0.396529405,0.897442118,0.515116592,0.988267922,0.730169597,0.917565297,0.481112099,1
0.695223507,0.821669429,0.39802039,0.833861661,0.485452867,0.783330937,0.335077952,1
0.079947136,0.26500346,0.078635136,0.803482553,0.513923826,0.678452617,0.390487921,1
0.521664826,0.944658733,0.620708929,0.99774087,0.83233353,0.89047993,0.642257142,1
0.410426613,0.881394715,0.21696607,0.97887346,0.764016284,0.891457824,0.556926606,1
0.856959422,0.940892558,0.582355136,0.981109115,0.62328585,0.861488035,0.408125151,1
0.039994166,0.259644759,0.033622877,0.701523643,0.379309083,0.685956258,0.412754679,0
-0.038391388,0.167858593,-0.060110817,0.709481152,0.466424053,0.788109518,0.487179685,0
0.751432836,0.960301205,0.698657811,0.999162701,0.912102266,0.993195011,0.638540148,1
0.847573466,0.919610656,0.80669223,0.957772779,0.617845269,0.908716425,0.426881226,1
0.033492193,0.40958381,0.0465235,0.925913699,0.428261749,0.885363674,0.39343956,0
-0.031557384,0.095786234,-0.072600663,0.675497067,0.433449235,0.865972925,0.456668064,0
-0.002851635,0.101792947,-0.007418935,0.904812491,0.421365476,0.903790101,0.405033996,0
0.654223805,0.859402815,0.583695283,0.995845873,0.859116245,0.985459544,0.688933393,1
0.716636925,0.959122401,0.707799744,0.963783625,0.666025513,0.780545824,0.4238746,1
0.658744312,0.838833379,0.195199722,0.77922503,0.460301352,0.675292777,0.394481778,1
0.103115993,0.503078092,0.159396218,0.929868416,0.446657113,0.862458141,0.359792115,0
-0.114701731,0.26365057,-0.404437691,0.681861915,0.304751604,0.627916833,0.384274722,0
0.653904947,0.825727625,0.571356475,0.97551629,0.685197752,0.912605968,0.595391409,1
0.334670892,0.453580466,0.262013116,0.955276451,0.668488673,0.903436551,0.541996686,1
0.419904793,0.716946386,0.060801552,0.937727624,0.576577575,0.862614933,0.591475088,1
0.193856403,0.542358024,0.277128241,0.889890521,0.373614123,0.799093508,0.435330457,1
0.738003385,0.891762678,0.556712151,0.970144099,0.482231246,0.799394588,0.493515037,1
0.641950107,0.838130283,0.530845658,0.992616508,0.64345578,0.964096001,0.43444595,1
0.773761427,0.911038165,0.720223603,0.983069124,0.829471154,0.837533408,0.443631284,1
0.025349662,0.150903919,0.01648771,0.776419422,0.482232483,0.772638757,0.418932306,0
-0.022666329,0.194120984,-0.034998313,0.813579698,0.477148501,0.684143358,0.447461418,0
-0.002777233,0.063009607,-0.018534206,0.442611624,0.315620537,0.451393783,0.340642345,0
0.663663674,0.799417718,0.553980704,0.986326446,0.911683647,0.958908096,0.691543929,1
0.745303302,0.942892483,0.816994784,0.993654937,0.792117651,0.883819852,0.500823439,1
0.659168233,0.863983717,0.306269667,0.965884855,0.588651507,0.697999687,0.370843452,1
0.032638878,0.304726725,0.063548883,0.713940494,0.47276646,0.655826117,0.426497297,0
-0.033201194,0.135654423,-0.173282179,0.936331417,0.352817726,0.928482791,0.37356277,0
0.592786227,0.819281811,0.490272265,0.98507446,0.624974538,0.953922199,0.432484281,1
0.814654818,0.929919209,0.767139411,0.986672166,0.84381827,0.806310523,0.422966692,1
0.025669167,0.152685509,0.017376142,0.743933132,0.476246035,0.750471314,0.413972217,0
-0.024535512,0.207249526,-0.037362891,0.771760043,0.46569822,0.659458883,0.429969536,0
-0.001365257,0.046871754,-0.012441682,0.463621564,0.297664123,0.468061131,0.316385793,0
0.909878272,0.93414444,0.829285177,0.998868909,0.991162731,0.887863308,0.79050265,1
0.600610546,0.728988581,0.543686029,0.966819287,0.669852538,0.65387192,0.490569496,1
0.036869092,0.2022569,-0.00282045,0.802393274,0.411378929,0.809139422,0.41104361,0
-0.012184819,0.067466942,-0.004312562,0.586511637,0.357568492,0.617537229,0.35496522,1
0.005452074,0.042341846,0.013224483,0.891817715,0.446440893,0.894231463,0.428769948,0
0.623189462,0.873284339,0.584972823,0.989321712,0.878080341,0.949015645,0.68486823,1
0.713948738,0.94173084,0.653793072,0.99420233,0.728858612,0.805655458,0.395980863,1
0.381658961,0.771634405,0.433433455,0.951682201,0.585780792,0.936489101,0.416715996,1
0.26059716,0.736884873,0.334883879,0.98145288,0.411968714,0.885481078,0.46571228,1
0.346753597,0.55901197,0.140974291,0.913323122,0.372186589,0.69945798,0.197931023,1
0.742301261,0.847349388,0.642949769,0.993183014,0.831170973,0.959738882,0.565962039,1
0.776085027,0.93843636,0.718778434,0.999199529,0.81120774,0.778345115,0.353977333,1
0.05845509,0.259840748,0.081582287,0.882820318,0.495119616,0.904732338,0.404674713,0
-0.044387398,0.455436468,-0.067505537,0.724183138,0.374758957,0.68215212,0.343503637,0
-0.012349677,0.075937751,-0.026284099,0.79769153,0.387891342,0.821945575,0.40618392,0
0.712978498,0.918152839,0.623737503,0.993297529,0.892745467,0.718659303,0.544141564,1
0.783994459,0.854860567,0.150416384,0.874793203,0.57082096,0.901628422,0.419067904,1
0.035208439,0.246998527,-0.04327398,0.792112599,0.469700965,0.855755652,0.486847228,0
-0.005368427,0.256316146,0.032802178,0.862679801,0.527400735,0.843119181,0.516334876,0
-0.029396509,0.263282952,-0.098275758,0.704928285,0.329893004,0.788394787,0.346341527,0
0.637824833,0.875289692,0.624981718,0.994871101,0.9437588,0.983842909,0.626091088,1
0.532702268,0.800493788,0.425067876,0.98666258,0.815406943,0.8455497,0.463633645,1
0.611248512,0.820239803,0.356098767,0.915847033,0.762568413,0.738900836,0.345217048,1
0.312789031,0.476391189,0.243821216,0.821064596,0.538687536,0.630363215,0.35534181,1
0.070616583,0.170969397,0.055181261,0.51136319,0.306678215,0.601929205,0.280284236,0
0.461171438,0.888485091,0.502183772,0.991599897,0.726936083,0.972285833,0.689540484,1
0.607679611,0.696009602,0.347782522,0.989728277,0.746767685,0.97354999,0.721409678,1
0.457972794,0.684958599,0.355481525,0.972213518,0.528639994,0.719301094,0.477252635,1
0.418874467,0.733184058,0.23321061,0.931040069,0.514728329,0.769722067,0.435467095,1
0.538399596,0.679510919,0.504429518,0.814757128,0.339893991,0.667381336,0.285826946,1
0.905168314,0.96478452,0.805239445,0.999030045,0.982284069,0.873857045,0.530429034,1
0.431119776,0.697652138,0.43679396,0.938533728,0.605848083,0.640894704,0.316199176,0
-0.203179726,0.642712232,0.060439359,0.749174702,0.466200769,0.824130613,0.435805213,1
0.547958032,0.780657543,0.172774099,0.919978867,0.576317738,0.933918577,0.465455469,1
0.020506921,0.036639725,0.009516342,0.795593525,0.397773182,0.789051422,0.369799376,0
0.6281287,0.868411653,0.640102928,0.993966117,0.878926566,0.949100307,0.634370081,1
0.841640492,0.912570559,0.56562237,0.989292584,0.738933013,0.494523396,0.350728235,1
0.160120257,0.308148535,0.147037065,0.840639915,0.463799729,0.855684504,0.251815961,1
0.002752666,0.054055985,0.009634696,0.77634483,0.394146432,0.820026557,0.408874011,0
-0.00031162,0.090472955,0.010585059,0.822937949,0.447374778,0.802520325,0.440887738,0
0.568631445,0.84834509,0.506519659,0.971214744,0.649343207,0.883444517,0.554823714,1
0.397950492,0.845162102,0.519290774,0.928916557,0.64051708,0.859500445,0.612609505,1
0.73512422,0.814788091,0.403618489,0.97614796,0.425371476,0.564471433,0.327539725,1
0.030173157,0.161132215,0.036370556,0.707229275,0.480091877,0.703866271,0.437584727,0
-0.02613554,0.091893093,-0.041080687,0.731341991,0.472396219,0.665710553,0.453427046,0
0.610260806,0.831905683,0.615908556,0.998295164,0.837943707,0.98906546,0.705126314,1
0.670923213,0.928428698,0.292019294,0.974941851,0.63047053,0.872033418,0.501433348,1
0.623156555,0.753333925,0.449624155,0.793987981,0.525216491,0.571135344,0.334100454,1
0.018114396,0.211881039,0.028829542,0.650014289,0.419363002,0.663677216,0.367133546,1
0.000820663,0.06452089,0.001820221,0.763280827,0.425056494,0.753864983,0.428674697,0
0.739908735,0.935798464,0.71492336,0.998691393,0.901582798,0.823410114,0.523383151,1
0.888618895,0.921558107,0.71178983,0.956019381,0.446868529,0.776158599,0.391540464,1
0.019490888,0.328484733,0.021192317,0.730078548,0.364929637,0.736478766,0.360730218,0
-0.017312346,0.027051211,-0.032252382,0.837140555,0.343918564,0.832144374,0.365133603,0
-0.00119804,0.051505957,-0.00794787,0.748715696,0.373876264,0.754156024,0.381013186,0
0.69537552,0.911576272,0.684958627,0.997278989,0.954979984,0.930891619,0.67407587,1
0.847385625,0.940697175,0.616135936,0.990165769,0.847453038,0.910335804,0.331330829,1
0.026783829,0.179685655,0.002123928,0.38036898,0.18861421,0.4587204,0.151808246,0
-0.021205805,0.038692383,-0.00962807,0.823604919,0.312104883,0.814825033,0.349976555,0
-0.005310652,0.086848879,0.000340707,0.72034385,0.303209475,0.72030188,0.319500604,0
0.874725363,0.943038446,0.808258638,0.998565908,0.970449709,0.869518935,0.611976784,1
0.627159686,0.785664915,0.308463978,0.926287905,0.681617354,0.801867986,0.37790162,1
0.014649169,0.089628618,0.013483343,0.573170849,0.290089366,0.57031937,0.244809603,0
-0.002936158,0.16440685,-0.010431075,0.659603988,0.360068897,0.624742684,0.365347037,0
-0.011861066,0.072655021,-0.012046685,0.612384933,0.365904458,0.671017701,0.377462358,0
0.595974896,0.880304445,0.615621633,0.988532158,0.903967618,0.875442172,0.537546474,1
0.82258472,0.906954386,0.710095887,0.99714923,0.740134906,0.735272215,0.470898158,1
0.089650138,0.429801668,0.120250771,0.702063112,0.408994808,0.778525242,0.375906267,1
0.495868511,0.674404228,0.270653404,0.896043637,0.511448519,0.870255149,0.387307805,1
0.000342861,0.002639851,-0.002995295,0.713458268,0.430647414,0.712662996,0.437719035,0
0.591887345,0.894724439,0.475583534,0.999189007,0.876751767,0.996876769,0.633842202,1
0.841784309,0.93100716,0.582874081,0.972364852,0.69511967,0.807646768,0.369204267,1
0.031526576,0.149568153,0.006606291,0.770170677,0.461883706,0.787455487,0.352882505,0
-0.024037531,0.052026388,-0.017127216,0.774113357,0.371303758,0.762461856,0.413223257,0
-0.007458673,0.071216124,-0.011707799,0.633451428,0.310777399,0.640958809,0.245174724,0
0.627503319,0.890519267,0.609389769,0.989725046,0.873298703,0.878069807,0.568222118,1
0.483691758,0.654895817,0.311502541,0.96939761,0.578239289,0.862911084,0.600304337,1
0.714488509,0.806269343,0.471641299,0.97420365,0.694587059,0.955368748,0.503068244,1
0.331725448,0.546105826,0.146109968,0.879271996,0.510960447,0.646694992,0.367752629,1
0.000211161,0.038041149,0.003640816,0.663859492,0.250700258,0.640565717,0.251735882,1
0.54464192,0.884031198,0.614012364,0.994922449,0.836011186,0.846625731,0.479099711,1
0.843889815,0.895297089,0.666002564,0.968381933,0.424663872,0.850150506,0.622495388,1
0.623375938,0.769020635,0.262367649,0.802414467,0.516566822,0.830177113,0.26758811,1
0.006574516,0.057186662,-0.016380464,0.721985205,0.413891046,0.735724604,0.438156858,0
-0.006103344,0.07147283,0.018413432,0.742441201,0.329078094,0.732143735,0.334932124,0
0.657391653,0.929543476,0.608515291,0.993709104,0.841613561,0.845934117,0.621046977,1
0.668035899,0.887000634,0.534146787,0.994555652,0.621787898,0.934093969,0.645573908,1
0.27155376,0.248772255,0.115154608,0.783410612,0.43304602,0.868646791,0.474852779,1
0.588501928,0.751220259,0.420943878,0.950943889,0.527295895,0.962130638,0.428949735,1
0.005147371,0.065340327,-0.009839436,0.918291259,0.338187897,0.910753103,0.330770883,1
0.922987377,0.964108839,0.835581477,0.999225815,0.951750112,0.97708495,0.330299972,1
0.240474869,0.665940824,0.227304379,0.910734924,0.578372646,0.639354696,0.442961295,1
0.038102393,0.290354571,0.028270493,0.71926524,0.479358193,0.623377906,0.39824783,0
-0.025699926,0.275888116,0.022301462,0.739789187,0.315367224,0.662350478,0.350269819,0
-0.000706101,0.155630934,-0.027016875,0.686537342,0.39352287,0.669853245,0.390980605,0
0.553686624,0.845920013,0.586799873,0.994760926,0.815827869,0.961896169,0.608391059,1
0.881824587,0.946779788,0.759802919,0.992327318,0.7961827,0.83358644,0.558493385,1
0.455845444,0.635366483,0.395944326,0.879153321,0.501964323,0.680381236,0.456550327,1
0.037256272,0.154172829,0.002454032,0.730502113,0.30287888,0.731589036,0.289489689,0
-0.004978648,0.073117791,-0.011307688,0.770190077,0.234931857,0.754994273,0.270490534,0
0.536743428,0.731111293,0.526358006,0.997206355,0.832764373,0.971357931,0.630730681,1
0.642637361,0.859137754,0.578088077,0.984969858,0.822090695,0.869791776,0.5580677,1
0.531700428,0.878625704,0.632202565,0.986888095,0.768330265,0.766679919,0.361653335,1
0.658322566,0.826851118,0.35121802,0.795433623,0.50531194,0.755675972,0.369957827,1
0.034453445,0.14141752,0.021787885,0.693645775,0.239385321,0.702298975,0.223510687,0
0.667482902,0.893978373,0.634556308,0.990433065,0.87691237,0.779767387,0.46390543,1
0.311188663,0.821214548,0.403501234,0.926883096,0.473224386,0.896342877,0.377642104,1
0.859738737,0.879762041,0.599367098,0.964232763,0.411740883,0.598859418,0.361761039,1
0.002619883,0.072336239,-0.022320029,0.772025787,0.394737731,0.777341053,0.41888766,0
-0.001782769,0.150645081,0.010700739,0.819585628,0.426109566,0.815156087,0.421313372,0
0.658140447,0.886871117,0.651092462,0.991328409,0.951693353,0.928274867,0.627703793,1
0.883490646,0.929329905,0.811826764,0.993502717,0.937741444,0.780018841,0.355949687,1
0.01994171,0.218075513,0.017751894,0.643216426,0.231414536,0.571687204,0.239466345,0
-0.01178639,0.086530445,-0.033471884,0.590215913,0.224584426,0.646121826,0.251495626,0
-0.00550586,0.04650531,0.001635803,0.714209638,0.337324937,0.710691629,0.332893083,0
0.752180746,0.913347417,0.661362396,0.997423982,0.666627461,0.92713692,0.519508296,1
0.544793493,0.778275575,0.283111783,0.92683382,0.695418542,0.795055595,0.549961434,1
0.263213388,0.394719349,0.160462669,0.794303166,0.568277551,0.82962992,0.37787523,1
0.003251029,0.185947515,0.019407301,0.934859971,0.486962642,0.931428793,0.493083711,0
-0.003194105,0.021261357,-0.048494722,0.948838765,0.464696714,0.968286371,0.445541978,0
0.864892503,0.96657707,0.773905346,0.999387767,0.896579413,0.953907676,0.547766694,1
0.766085447,0.808682831,0.507892578,0.94684609,0.492133111,0.763888235,0.423929899,1
0.030884655,0.327849922,0.004252892,0.830397162,0.363096055,0.703897833,0.344739564,0
-0.018882997,0.080648347,-0.021400002,0.772456853,0.299078737,0.787567677,0.3492381,0
-0.012572801,0.109270345,-0.021028159,0.894612706,0.46269246,0.863289793,0.504982819,0
0.530562532,0.830363375,0.539227033,0.988663628,0.849161868,0.905304276,0.729878777,1
0.847302741,0.92763506,0.725671195,0.988674228,0.843114647,0.77637006,0.441802723,1
0.38088532,0.835166748,0.316978439,0.956818856,0.500538184,0.549159216,0.30543236,1
0.000598001,0.021208471,0.001956691,0.666149569,0.317258496,0.656606585,0.304291956,0
-0.000425443,0.007659225,-0.001997473,0.631276831,0.305937961,0.627174725,0.310372383,0
0.883668401,0.938948294,0.692428428,0.995566806,0.748417584,0.766746681,0.449623206,1
0.056956488,0.290860527,0.055348599,0.910329404,0.485639204,0.872607899,0.433345867,1
0.01628512,0.096506353,-0.038238544,0.84896844,0.476490505,0.835369515,0.488179982,1
0.010719944,0.051477849,-0.028566881,0.885944137,0.44485001,0.845276948,0.399235663,0
-0.010550416,0.358018111,0.073553204,0.899582779,0.410441252,0.747992318,0.42054313,0
0.462000768,0.820135476,0.395237699,0.9628237,0.59766204,0.915362238,0.552814596,1
0.449248,0.7614513,0.394513338,0.970848476,0.7324317,0.925820983,0.464364556,1
0.657702789,0.882669024,0.696737049,0.992292164,0.86984166,0.841912957,0.528082299,1
0.654211932,0.902387183,0.439975472,0.979731985,0.562799887,0.571677184,0.254751941,1
0.050337684,0.231904929,0.076177829,0.592429529,0.367336995,0.504853791,0.322361947,0
0.80952964,0.946579976,0.836720987,0.999161471,0.979578595,0.895717269,0.554530419,1
0.777686908,0.882081131,0.38199154,0.993238155,0.594082001,0.649161768,0.38682764,1
0.028094279,0.090177572,0.015264765,0.620187875,0.353773342,0.636956192,0.336012443,0
-0.007060869,0.125051534,-0.024915817,0.915498486,0.372188547,0.907994516,0.391005845,0
-0.021135122,0.201891221,0.002673097,0.643540478,0.384574169,0.587142716,0.370862199,0
0.758924003,0.921242743,0.702086834,0.995943573,0.960993453,0.961558643,0.663949295,1
0.617253811,0.813472973,0.537030807,0.978089321,0.813750898,0.958068537,0.522466132,1
0.53161257,0.813678424,0.466210254,0.97080065,0.554763756,0.669921677,0.418569927,1
0.003178289,0.020975107,0.000494458,0.690617333,0.311599901,0.704968455,0.341233874,1
0.001015573,0.031746071,-0.002503221,0.526213832,0.232337519,0.530731565,0.221739546,0
0.543067101,0.867106679,0.599053404,0.99553067,0.885935976,0.955951801,0.577260608,1
0.662779671,0.818003523,0.54476257,0.939805319,0.763797416,0.782923807,0.320504223,0
-0.752723306,0.523907267,-0.312168094,0.720370103,0.384952365,0.835967147,0.417637111,1
0.813095637,0.927791564,0.613491352,0.984230388,0.749748815,0.794878221,0.392159382,1
0.009941245,0.055349835,0.019216258,0.828334444,0.443574234,0.830259965,0.406898231,0
0.921352199,0.94274739,0.816903928,0.998914624,0.974083803,0.821049883,0.468606194,1
0.004028118,0.266443225,0.024912377,0.781947627,0.440471881,0.736836355,0.439242875,0
-0.000155886,0.114736503,-0.034365545,0.817044288,0.360933784,0.810097523,0.354146308,0
-0.001461698,0.059204514,-0.011142105,0.777344409,0.341427784,0.769391849,0.377735131,1
0.00128909,0.05210456,0.000434056,0.888007888,0.359766457,0.88335456,0.33265403,0
0.595489132,0.829045798,0.516061235,0.982611275,0.877421949,0.967772957,0.695087028,1
0.443929254,0.792799201,0.471799671,0.959870074,0.686145037,0.878498103,0.482344673,1
0.280222271,0.683599967,0.418132088,0.940675295,0.643740902,0.791663506,0.441708095,1
0.3340513,0.228327259,0.135961164,0.815434561,0.462453744,0.870454787,0.526960531,1
0.753478719,0.843897455,0.721603435,0.80165173,0.53394021,0.860227703,0.430346356,1
0.603790951,0.767373846,0.512611034,0.965481239,0.748635236,0.929930116,0.44124828,1
0.439814348,0.945930023,0.55404138,0.995471323,0.73125632,0.927309338,0.478959068,1
0.717341283,0.841216865,0.421524284,0.906288785,0.6133038,0.86058887,0.387134731,1
0.048158324,0.235818728,-0.039104738,0.898380621,0.429064782,0.722381312,0.312792247,0
-0.050359923,0.144331896,-0.22583539,0.812459071,0.431931183,0.962565228,0.481255038,0
0.56777842,0.896647102,0.554045773,0.993882088,0.849576742,0.931162481,0.612779849,1
0.646279853,0.852158713,0.466773139,0.982902848,0.461676604,0.928965678,0.571899384,1
0.609598319,0.72878002,0.48080931,0.982548442,0.683274103,0.902716331,0.397651843,1
0.263199371,0.499386254,0.130820268,0.774545038,0.470058536,0.659337428,0.435114537,1
0.374597828,0.663068996,0.396381944,0.740196763,0.55143861,0.814330754,0.258028492,1
0.640778568,0.866722745,0.584956316,0.98659449,0.864684803,0.814088754,0.550945065,1
0.333586233,0.684211281,0.260104784,0.927708961,0.5512079,0.970502723,0.639475733,1
0.711080472,0.92720768,0.455202417,0.952659096,0.596193471,0.921211425,0.527278286,1
0.452118395,0.894816333,0.330096296,0.981165388,0.545760384,0.602937027,0.387571142,1
0.051605559,0.308485005,0.066187373,0.778777611,0.412450475,0.777192445,0.359425728,1
0.619085682,0.856101753,0.695750264,0.999414053,0.943466231,0.982233427,0.604103148,1
0.858863244,0.938421568,0.648301495,0.986494878,0.786885044,0.850346626,0.403001397,1
0.014688045,0.14250302,-0.014445263,0.960891204,0.517267033,0.960694423,0.496133386,0
-0.013353638,0.186936562,0.009224823,0.69890374,0.441172366,0.644979133,0.448776506,0
-0.001278025,0.027280271,-0.001092969,0.641611709,0.353836793,0.70551021,0.348361254,0
0.541919282,0.898641291,0.541761071,0.994596968,0.866508372,0.958687396,0.635804362,1
0.515673783,0.913881869,0.282742751,0.963679522,0.600786725,0.904230601,0.500643986,1
0.509301507,0.867218091,0.607116922,0.922489804,0.60734843,0.882691214,0.4664777,1
0.619519021,0.742022025,0.211288842,0.889880758,0.494754345,0.922380602,0.418514178,1
0.065424096,0.405191417,0.084856209,0.883055435,0.498841787,0.859322527,0.433928126,0
0.691148931,0.836322058,0.591885048,0.990328431,0.798277391,0.961037596,0.551995799,1
0.423771536,0.595309526,0.163936012,0.91557507,0.57956919,0.926867952,0.562036973,0
-0.356881373,0.811474455,0.15710915,0.911770223,0.422600507,0.891382987,0.44527101,1
0.786389833,0.857579634,0.618772135,0.828925916,0.511558542,0.847535623,0.370339541,1
0.002338903,0.020604885,0.002792418,0.778631364,0.399698889,0.787771741,0.414806961,0
0.704211072,0.910114683,0.747060605,0.999511168,0.960999331,0.976959635,0.584977808,1
0.7955914,0.910550154,0.465195199,0.976909381,0.741000592,0.829075465,0.421259713,1
0.013401919,0.132681819,-0.019392494,0.941228578,0.500968959,0.939172197,0.487266157,0
-0.011579269,0.133912389,0.00622298,0.654172147,0.43652816,0.677955013,0.41413355,0
-0.001821188,0.049242967,0.004106474,0.672904188,0.355688294,0.699412157,0.355083867,0
0.574648549,0.903504072,0.679824859,0.997256224,0.895565326,0.902257654,0.49064251,1
0.607090083,0.858588915,0.363105801,0.97910025,0.718955401,0.888095031,0.589390241,1
0.594509868,0.720760951,0.520672856,0.964200532,0.813633327,0.697026953,0.474349106,1
0.042800967,0.203555455,-0.067732613,0.819872917,0.513736343,0.820415779,0.571573055,0
-0.0439153,0.230074244,0.040316601,0.664716427,0.306932708,0.407229093,0.301386677,0
0.723214889,0.875501825,0.693800896,0.996935511,0.930310106,0.978261735,0.675243991,1
0.694928939,0.912475288,0.656723191,0.991849321,0.916343252,0.808962964,0.351594048,1
0.468381806,0.735524362,0.27845786,0.916812427,0.448715325,0.716769706,0.32711244,1
0.040781907,0.324022875,0.068971244,0.696149623,0.370324742,0.64416381,0.285254685,1
